title,brand,primary_category,primary_subcategory,media_type,form_factor,capacity_display,capacity_gb,interfaces,connectors,read_mbps,write_mbps,rpm,bays,raid_levels,rugged,ip_rating,drop_m,encryption,bus_powered,warranty_years,workflows,price_usd,completeness,needs_review,url
Glyph 4TB Technologies Blackbox Plus USB 3.1 Type-C External Solid-State Drive,Glyph,Drives,Solid-State Drives (SSD),ssd,rugged_portable,4 TB,4000,USB 3.1; USB 3.0; SATA,USB-C; USB-A,450,450,,,,True,,,,True,3,Offload & Ingest; On-Set Capture,749.99,0.84,False,https://www.filmtools.com/glyph-technologies-4tb-blackbox-plus-usb-3-1-type-c-external-solid-state-drive.html
Western Digital 500GB Black P50 Game Drive SSD,Western Digital,Drives,Solid-State Drives (SSD),ssd,portable,500 GB,500,USB 3.2 Gen 2x2,USB-C; USB-A,2000,,,,,False,,,,,,Edit Fast; Offload & Ingest,148.79,0.84,False,https://www.filmtools.com/western-digital-wd-black-p50-game-drive-ssd-500gb.html
Western Digital 1TB Black P50 Game Drive SSD,Western Digital,Drives,Solid-State Drives (SSD),ssd,portable,1 TB,1000,USB 3.2 Gen 2x2,USB-C; USB-A,2000,,,,,False,,,,,,Edit Fast; Offload & Ingest,249.99,0.84,False,https://www.filmtools.com/western-digital-wd-black-p50-game-drive-ssd-1tb.html
OWC 24TB Gemini 2-Bay Thunderbolt 3 Raid Array (2 x 12TB),OWC,Multi-Bay & RAID,2-Bay,hdd,bare_internal,12 TB,12000,Thunderbolt 3; SATA; Ethernet,USB-C; USB-A,,,7200,2,0,False,,,,,,Archive Forever; Backup & Redundancy; Team & Network,1799.99,0.84,False,https://www.filmtools.com/owc-gemini-24tb-2-bay-thunderbolt-3-raid-array-2-x-12tb.html
SanDisk Professional G-DRIVE Enterprise-Class USB 3.2 Gen 2 External Hard Drive (Various Capacities),SanDisk Professional,Drives,Hard Disk Drives (HDD),hdd,desktop,,,USB 3.2 Gen 2,USB-C,,,7200,,,False,,,,,,Backup & Redundancy,534.99,0.63,False,https://www.filmtools.com/sandisk-professional-g-drive-enterprise-class-usb-3-2-gen-2-external-hard-drive-various-capacities.html
SanDisk Professional 24TB G-DRIVE PROJECT Thunderbolt 3 External Hard Drive,Sandisk,Drives,Bare / Internal Drives,hdd,bare_internal,24 TB,24000,Thunderbolt 3; SATA,USB-C,260,260,7200,,,False,,,,,,Archive Forever,1444.99,0.84,False,https://www.filmtools.com/san-disk-professional-24tb-g-drive-project-thunderbolt-3-external-hard-drive.html
Glyph Technologies Blackbox PRO RAID 2-Bay RAID Array (USB-C 3.2 Gen 2),Glyph,Multi-Bay & RAID,2-Bay,hdd,desktop,20 TB,20000,Thunderbolt 3; USB 3.0; SATA,USB-C; USB-A,550,,7200,2,0; 1; 2,True,,,,,3,Archive Forever; Backup & Redundancy; Edit Fast,799.99,0.78,False,https://www.filmtools.com/glyph-technologies-blackbox-pro-raid-2-bay-raid-array-usb-c-3-2-gen-2.html
SanDisk Professional G-RAID Shuttle 8 8-Bay RAID Array,SanDisk Professional,Multi-Bay & RAID,6-Bay & Up,hdd,portable,144 TB,144000,Thunderbolt 3; USB 3.2 Gen 2; SATA,USB-C,1690,1490,7200,8,0; 5,False,,,,,5,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,8179.99,0.82,False,https://www.filmtools.com/sandisk-professional-g-raidtm-shuttle-8-eight-bay-desktop-hard-drive-144tb-1.html
SanDisk Professional PRO-BLADE STATION,Sandisk,Drives,Solid-State Drives (SSD),ssd,desktop,16 TB,16000,Thunderbolt 3; PCIe/NVMe,USB-C,2600,2600,,,,False,,,,,5,Edit Fast,729.99,0.79,False,https://www.filmtools.com/sandisk-professional-pro-blade-station.html
OWC Mercury Elite Pro Dual 2-Bay USB 3.0 RAID Enclosure,OWC,Multi-Bay & RAID,2-Bay,hdd,bare_internal,,,USB 3.0; USB 2.0; SATA,USB-A,407,,,2,0,False,,,,,3,Backup & Redundancy; Edit Fast,87.99,0.62,False,https://www.filmtools.com/owc-mercury-elite-pro-dual-2-bay-usb-3-0-raid-enclosure.html
"Seagate 12TB IronWolf Pro Internal Hard Drive - 3.5""",Seagate,Drives,Hard Disk Drives (HDD),hdd,desktop,12 TB,12000,,,,,7200,,,False,,,,,5,Archive Forever; Backup & Redundancy,409.99,0.64,False,https://www.filmtools.com/seagate-iron-wolf-pro-st12000ne0008-12-tb-hard-drive-3-5-internal.html
SanDisk Professional 48TB G-RAID™ Shuttle 8 - Eight Bay Desktop Hard Drive,SanDisk Professional,Multi-Bay & RAID,6-Bay & Up,hdd,portable,48 TB,48000,Thunderbolt 3,USB-C,2000,,7200,8,0,False,,,,,5,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,6644.99,0.84,False,https://www.filmtools.com/sandisk-professional-g-raidtm-shuttle-8-eight-bay-desktop-hard-drive-48tb.html
Glyph Technologies SecureDrive+ Professional External SSD,Glyph,Drives,Bare / Internal Drives,ssd,bare_internal,,,Thunderbolt 3; USB 3.2 Gen 1,USB-C; USB-A,360,360,,,,False,,,,,1,Edit Fast,349.99,0.62,False,https://www.filmtools.com/glyph-technologies-secure-drive-professional-external-ssd.html
"Glyph 40TB Technologies Blackbox PRO RAID Desktop Drive (2 x 20TB, Thunderbolt 3)",Glyph,Multi-Bay & RAID,2-Bay,hdd,desktop,20 TB,20000,Thunderbolt 3,USB-C,550,,7200,,0; 1,False,,,,,,Archive Forever; Backup & Redundancy,2599.99,0.85,False,https://www.filmtools.com/glyph-technologies-40tb-blackbox-pro-raid-desktop-drive.html
SanDisk Professional 96TB G-RAID Shuttle 4 4-Bay Thunderbolt 3 RAID Array (4 x 24TB),Sandisk,Multi-Bay & RAID,4-Bay,hdd,portable,24 TB,24000,Thunderbolt 3; SATA,USB-C,1100,700,7200,4,0; 1; 5; 10,False,,,,,,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,7124.99,0.84,False,https://www.filmtools.com/san-disk-professional-g-raid-shuttle-4-96tb-4-bay-thunderbolt-3-raid-array-sdph34h-096t-nbaab.html
"OWC Mercury Elite Pro USB 3.2 Gen 1 External Hard Drive (4TB, 8TB, 12TB)",OWC,Drives,Bare / Internal Drives,hdd,bare_internal,4 TB,4000,USB 3.2 Gen 1; SATA,USB-A,,,7200,,,True,,,,,,,279.99,0.84,False,https://www.filmtools.com/owc-mercury-elite-pro-usb-3-2-gen-1-external-hard-drive-4tb-8tb-12tb.html
OWC 32TB Mercury Elite Pro Quad 4-Bay USB-C 3.2 Gen 2 RAID Array (4 x 8TB),OWC,Multi-Bay & RAID,4-Bay,hdd,bare_internal,8 TB,8000,Thunderbolt 3; USB 3.2 Gen 2; USB 3.1; SATA,USB-C; USB-A,525,536,7200,4,0; 1; 5,False,,,,,,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,2599.99,0.84,False,https://www.filmtools.com/owc-mercury-elite-pro-quad-32tb-4-bay-usb-c-3-2-gen-2-raid-array-4-x-8tb.html
"Oyen Digital 80TB Mobius 5-Bay FireWire 800, eSATA, USB 3.0 RAID Hard Drive Array",Oyen Digital,Multi-Bay & RAID,2-Bay,hdd,bare_internal,80 TB,80000,USB 3.0; FireWire 800,,,,,5,0; 1; 3; 5; 10,False,,,,,,Archive Forever; Backup & Redundancy; Team & Network,3399.0,0.84,False,https://www.filmtools.com/oyen-digital-mobius-80tb-5-bay-usb-3-0-raid-array-5-x-16tb.html
SanDisk Professional 24TB G-RAID Shuttle 4 4-Bay Thunderbolt 3 RAID Array (4 x 6TB),SanDisk Professional,Multi-Bay & RAID,4-Bay,hdd,desktop,6 TB,6000,Thunderbolt 3; USB 3.2 Gen 2; SATA,USB-C,1100,640,7200,4,0; 5,False,,,,,,Backup & Redundancy; Edit Fast; Team & Network,4104.99,0.85,False,https://www.filmtools.com/sandisk-g-raidtm-shuttle-4-four-bay-desktop-hard-drive-24tb.html
SanDisk Professional 48TB G-RAID Shuttle 4 4-Bay Thunderbolt 3 RAID Array (4 x 12TB),SanDisk Professional,Multi-Bay & RAID,4-Bay,hdd,desktop,12 TB,12000,Thunderbolt 3; USB 3.2 Gen 2; SATA,USB-C,1100,640,7200,4,0; 5,False,,,,,,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,4779.99,0.85,False,https://www.filmtools.com/sandisk-g-raidtm-shuttle-4-four-bay-desktop-hard-drive-48tb.html
SanDisk Professional 72TB G-RAID Shuttle 4 4-Bay Thunderbolt 3 RAID Array (4 x 18TB),SanDisk Professional,Multi-Bay & RAID,4-Bay,hdd,desktop,18 TB,18000,Thunderbolt 3; USB 3.2 Gen 2; SATA,USB-C,1100,640,7200,4,0; 5,False,,,,,,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,5299.99,0.85,False,https://www.filmtools.com/sandisk-g-raidtm-shuttle-4-four-bay-desktop-hard-drive-72tb.html
"SanDisk Professional 96TB G-RAID Shuttle 8 8-Bay RAID Array (8 x 12TB, Thunderbolt 3 & USB 3.2 Gen 2)",SanDisk Professional,Multi-Bay & RAID,6-Bay & Up,hdd,portable,12 TB,12000,Thunderbolt 3; USB 3.2 Gen 2; SATA,USB-C,1690,1490,7200,8,0; 5,False,,,,,5,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,8179.99,0.84,False,https://www.filmtools.com/sandisk-professional-g-raidtm-shuttle-8-eight-bay-desktop-hard-drive-96tb.html
"SanDisk Professional 144TB G-RAID Shuttle 8 8-Bay RAID Array (8 x 18TB, Thunderbolt 3 & USB 3.2 Gen 2)",SanDisk Professional,Multi-Bay & RAID,6-Bay & Up,hdd,portable,18 TB,18000,Thunderbolt 3; USB 3.2 Gen 2; SATA,USB-C,1690,1490,7200,8,0; 5,False,,,,,5,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,9189.99,0.84,False,https://www.filmtools.com/sandisk-professional-g-raidtm-shuttle-8-eight-bay-desktop-hard-drive-144tb.html
Apricorn 2TB Aegis Padlock DT FIPS 140-2 Level 2-Validated External Desktop Drive,Apricorn,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,2 TB,2000,USB 3.2 Gen 1; USB 3.1; USB 3.0,USB-A,,,,,,False,,,256-bit AES,,,,229.0,0.83,False,https://www.filmtools.com/apricorn-2tb-aegis-padlock-dt-fips-140-2-level-2-validated-external-desktop-drive.html
Apricorn Aegis Padlock DT FIPS 140-2 Level 2-Validated External Desktop Drive (Various Capacities),Apricorn,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,,,USB 3.2 Gen 1; USB 3.1; USB 3.0,USB-A,,,,,,False,,,256-bit AES,,,,229.0,0.6,False,https://www.filmtools.com/apricorn-aegis-padlock-dt-fips-140-2-level-2-validated-external-desktop-drive-various-capacities.html
Apricorn 4TB Aegis Padlock DT FIPS 140-2 Level 2-Validated External Desktop Drive,Apricorn,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,4 TB,4000,USB 3.2 Gen 1; USB 3.1; USB 3.0,USB-A,,,,,,False,,,256-bit AES,,,,379.0,0.83,False,https://www.filmtools.com/apricorn-4tb-aegis-padlock-dt-fips-140-2-level-2-validated-external-desktop-drive.html
Apricorn 6TB Aegis Padlock DT FIPS 140-2 Level 2-Validated External Desktop Drive,Apricorn,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,6 TB,6000,USB 3.2 Gen 1; USB 3.1; USB 3.0,USB-A,,,,,,False,,,256-bit AES,,,,529.0,0.83,False,https://www.filmtools.com/apricorn-6tb-aegis-padlock-dt-fips-140-2-level-2-validated-external-desktop-drive.html
Apricorn 8TB Aegis Padlock DT FIPS 140-2 Level 2-Validated External Desktop Drive,Apricorn,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,8 TB,8000,USB 3.2 Gen 1; USB 3.1; USB 3.0,USB-A,,,,,,False,,,256-bit AES,,,,699.0,0.83,False,https://www.filmtools.com/apricorn-8tb-aegis-padlock-dt-fips-140-2-level-2-validated-external-desktop-drive.html
Apricorn 10TB Aegis Padlock DT FIPS 140-2 Level 2-Validated External Desktop Drive,Apricorn,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,10 TB,10000,USB 3.2 Gen 1; USB 3.1; USB 3.0,USB-A,,,,,,False,,,256-bit AES,,,,799.0,0.83,False,https://www.filmtools.com/apricorn-10tb-aegis-padlock-dt-fips-140-2-level-2-validated-external-desktop-drive.html
Apricorn 12TB Aegis Padlock DT FIPS 140-2 Level 2-Validated External Desktop Drive,Apricorn,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,12 TB,12000,USB 3.2 Gen 1; USB 3.1; USB 3.0,USB-A,,,,,,False,,,256-bit AES,,,,899.0,0.83,False,https://www.filmtools.com/apricorn-12tb-aegis-padlock-dt-fips-140-2-level-2-validated-external-desktop-drive.html
Apricorn Aegis Padlock DT USB 3.0 External Desktop Drive - Various Storage Capacities,Apricorn,Drives,Hard Disk Drives (HDD),hdd,desktop,0 GB,0,USB 3.2 Gen 1; USB 3.1; USB 3.0,,,,,,,False,,,256-bit AES,,,Backup & Redundancy,209.0,0.79,False,https://www.filmtools.com/apricorn-aegis-padlock-dt-usb-3-0-external-desktop-drive-various-storage-capacities.html
Apricorn 6TB Aegis Padlock DT USB 3.0 External Desktop Drive,Apricorn,Drives,Hard Disk Drives (HDD),hdd,desktop,6 TB,6000,USB 3.2 Gen 1; USB 3.1; USB 3.0,,,,,,,False,,,256-bit AES,,,Backup & Redundancy,509.0,0.8,False,https://www.filmtools.com/apricorn-6tb-aegis-padlock-dt-usb-3-0-external-desktop-drive.html
Apricorn 8TB Aegis Padlock DT USB 3.0 External Desktop Drive,Apricorn,Drives,Hard Disk Drives (HDD),hdd,desktop,8 TB,8000,USB 3.2 Gen 1; USB 3.1; USB 3.0,,,,,,,False,,,256-bit AES,,,Archive Forever; Backup & Redundancy,609.0,0.8,False,https://www.filmtools.com/apricorn-8tb-aegis-padlock-dt-usb-3-0-external-desktop-drive.html
Apricorn 10TB Aegis Padlock DT USB 3.0 External Desktop Drive,Apricorn,Drives,Hard Disk Drives (HDD),hdd,desktop,10 TB,10000,USB 3.2 Gen 1; USB 3.1; USB 3.0,,,,,,,False,,,256-bit AES,,,Archive Forever; Backup & Redundancy,779.0,0.8,False,https://www.filmtools.com/apricorn-10tb-aegis-padlock-dt-usb-3-0-external-desktop-drive.html
Apricorn 12TB Aegis Padlock DT USB 3.0 External Desktop Drive,Apricorn,Drives,Hard Disk Drives (HDD),hdd,desktop,12 TB,12000,USB 3.2 Gen 1; USB 3.1; USB 3.0,,,,,,,False,,,256-bit AES,,,Archive Forever; Backup & Redundancy,879.0,0.8,False,https://www.filmtools.com/apricorn-12tb-aegis-padlock-dt-usb-3-0-external-desktop-drive.html
Apricorn 16TB Aegis Padlock DT USB 3.0 External Desktop Drive,Apricorn,Drives,Hard Disk Drives (HDD),hdd,desktop,16 TB,16000,USB 3.2 Gen 1; USB 3.1; USB 3.0,,,,,,,False,,,256-bit AES,,,Archive Forever; Backup & Redundancy,979.0,0.8,False,https://www.filmtools.com/apricorn-16tb-aegis-padlock-dt-usb-3-0-external-desktop-drive.html
OWC 64TB Mercury Elite Pro Quad RAID 5 4-Drive HDD Storage Solution,OWC,Multi-Bay & RAID,4-Bay,hdd,bare_internal,64 TB,64000,USB 3.2 Gen 2; USB 3.1,USB-C; USB-A,947,,7200,4,5,False,,,,,,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,4199.99,0.84,False,https://www.filmtools.com/owc-64tb-mercury-elite-pro-quad-4-drive-hdd-storage-solution-raid-5.html
Oyen Digital 20TB Novus External USB-C Rugged Desktop Hard Drive,Oyen Digital,Drives,Hard Disk Drives (HDD),hdd,desktop,20 TB,20000,Thunderbolt 4; Thunderbolt 3; SATA,USB-C,270,,7200,,,True,,,,,,Archive Forever; Backup & Redundancy,899.0,0.85,False,https://www.filmtools.com/oyen-digital-20tb-novus-usb-c-3-2-gen-2-rugged-desktop-hard-drive.html
"OWC 48TB ThunderBay 4 4-Bay Thunderbolt 3 RAID Array (4 x 12TB, RAID 5 Enterprise Edition)",OWC,Multi-Bay & RAID,4-Bay,hdd,rugged_portable,12 TB,12000,Thunderbolt 3,,1047,1047,,4,0; 5,True,,,,,,Archive Forever; Backup & Redundancy; Edit Fast; On-Set Capture; Team & Network,3699.99,0.83,False,https://www.filmtools.com/owc-thunderbay-4-48tb-4-bay-thunderbolt-3-raid-array-4-x-12tb-raid-5-enterprise-edition.html
Glyph Technologies SecureDrive+ Professional External HDD,Glyph,Drives,Bare / Internal Drives,hdd,bare_internal,,,Thunderbolt 3; USB 3.2 Gen 1,USB-C; USB-A,140,140,,,,False,,,,,1,,249.99,0.62,False,https://www.filmtools.com/glyph-technologies-securedrive-professional-external-hdd.html
Glyph 32TB Technologies StudioRAID USB 3.2 Gen 1 RAID,Glyph,Multi-Bay & RAID,2-Bay,hdd,bare_internal,32 TB,32000,USB 3.2 Gen 1; USB 3.0; FireWire 800,,360,,,,0; 1,False,,,,,,Archive Forever; Backup & Redundancy,1549.99,0.84,False,https://www.filmtools.com/glyph-technologies-studioraid-32tb-usb-3-2-gen-1-raid.html
"Glyph 16TB Technologies Blackbox PRO RAID 2-Bay RAID Array (2 x 8TB, USB-C 3.2 Gen 2)",Glyph,Multi-Bay & RAID,2-Bay,hdd,desktop,8 TB,8000,Thunderbolt 3; USB 3.0; SATA,USB-C; USB-A,550,,7200,2,0; 1; 2,True,,,,,3,Archive Forever; Backup & Redundancy; Edit Fast,1149.99,0.85,False,https://www.filmtools.com/glyph-technologies-16tb-blackbox-pro-raid-2-bay-raid-array-2.html
"Glyph 24TB Technologies Blackbox PRO RAID 2-Bay RAID Array (2 x 12TB, USB-C 3.2 Gen 2)",Glyph,Multi-Bay & RAID,2-Bay,hdd,desktop,12 TB,12000,Thunderbolt 3; USB 3.0; SATA,USB-C; USB-A,550,,7200,2,0; 1; 2,True,,,,,3,Archive Forever; Backup & Redundancy; Edit Fast,1649.99,0.85,False,https://www.filmtools.com/glyph-technologies-24tb-blackbox-pro-raid-2-bay-raid-array.html
"Glyph 32TB Technologies Blackbox PRO RAID 2-Bay RAID Array (2 x 16TB, USB-C 3.2 Gen 2)",Glyph,Multi-Bay & RAID,2-Bay,hdd,desktop,16 TB,16000,Thunderbolt 3; USB 3.0; SATA,USB-C; USB-A,550,,7200,2,0; 1; 2,True,,,,,3,Archive Forever; Backup & Redundancy; Edit Fast,1999.99,0.85,False,https://www.filmtools.com/glyph-technologies-32tb-blackbox-pro-raid-2-bay-raid-array.html
"Glyph 40TB Technologies Blackbox PRO RAID 2-Bay RAID Array (2 x 20TB, USB-C 3.2 Gen 2)",Glyph,Multi-Bay & RAID,2-Bay,hdd,desktop,20 TB,20000,Thunderbolt 3; USB 3.0; SATA,USB-C; USB-A,550,,7200,2,0; 1; 2,True,,,,,3,Archive Forever; Backup & Redundancy; Edit Fast,2399.99,0.85,False,https://www.filmtools.com/glyph-technologies-40tb-blackbox-pro-raid-2-bay-raid-array.html
Oyen Digital 0TB Fortis 5C 5-Bay USB-C External Drive Enclosure,Oyen Digital,Multi-Bay & RAID,2-Bay,hdd,bare_internal,0 GB,0,SATA,USB-C,,,3500,5,,False,,,,,,Backup & Redundancy; Team & Network,279.0,0.84,False,https://www.filmtools.com/oyen-digital-fortis-5c-5-bay-usb-c-external-drive-enclosure.html
Oyen Digital 40TB Fortis 5C 5-Bay USB-C External Drive Array,Oyen Digital,Multi-Bay & RAID,2-Bay,hdd,bare_internal,40 TB,40000,,USB-C,,,7200,5,,False,,,,,,Archive Forever; Backup & Redundancy; Team & Network,2099.0,0.78,False,https://www.filmtools.com/oyen-digital-40tb-fortis-5c-5-bay-external-drive-array.html
Oyen Digital 60TB Fortis 5C 5-Bay USB-C External Drive Array,Oyen Digital,Multi-Bay & RAID,2-Bay,hdd,bare_internal,60 TB,60000,,USB-C,,,7200,5,,False,,,,,,Archive Forever; Backup & Redundancy; Team & Network,2699.0,0.78,False,https://www.filmtools.com/oyen-digital-60tb-fortis-5c-5-bay-external-drive-array.html
Oyen Digital 80TB Fortis 5C 5-Bay USB-C External Drive Array,Oyen Digital,Multi-Bay & RAID,2-Bay,hdd,bare_internal,80 TB,80000,,USB-C,,,7200,5,,False,,,,,,Archive Forever; Backup & Redundancy; Team & Network,3299.0,0.78,False,https://www.filmtools.com/oyen-digital-80tb-fortis-5c-5-bay-external-drive-array.html
Oyen Digital 100TB Fortis 5C 5-Bay USB-C External Drive Array,Oyen Digital,Multi-Bay & RAID,2-Bay,hdd,bare_internal,100 TB,100000,,USB-C,,,7200,5,,False,,,,,,Archive Forever; Backup & Redundancy; Team & Network,4599.0,0.78,False,https://www.filmtools.com/oyen-digital-100tb-fortis-5c-5-bay-external-drive-array.html
Oyen Digital 60TB Fortis 5C 5-Bay USB-C External RAID Drive Array,Oyen Digital,Multi-Bay & RAID,2-Bay,hdd,bare_internal,60 TB,60000,,USB-C,,,7200,5,,False,,,,,,Archive Forever; Backup & Redundancy; Team & Network,2819.0,0.78,False,https://www.filmtools.com/oyen-digital-60tb-fortis-5c-5-bay-external-drive.html
Oyen Digital 80TB Fortis 5C 5-Bay USB-C External RAID Drive Array,Oyen Digital,Multi-Bay & RAID,2-Bay,hdd,bare_internal,80 TB,80000,,USB-C,,,7200,5,8,False,,,,,,Archive Forever; Backup & Redundancy; Team & Network,3419.0,0.78,False,https://www.filmtools.com/oyen-digital-80tb-fortis-5c-5-bay-external-drive.html
"Glyph 16TB Technologies Blackbox PRO RAID Desktop Drive (2 x 8TB, Thunderbolt 3)",Glyph,Multi-Bay & RAID,2-Bay,hdd,desktop,8 TB,8000,Thunderbolt 3,USB-C,550,,7200,,0; 1,False,,,,,,Archive Forever; Backup & Redundancy,1349.99,0.85,False,https://www.filmtools.com/glyph-technologies-16tb-blackbox-pro-raid-desktop-drive.html
"Glyph 24TB Technologies Blackbox PRO RAID Desktop Drive (2 x 12TB, Thunderbolt 3)",Glyph,Multi-Bay & RAID,2-Bay,hdd,desktop,12 TB,12000,Thunderbolt 3,USB-C,550,,7200,,0; 1,False,,,,,,Archive Forever; Backup & Redundancy,1799.99,0.85,False,https://www.filmtools.com/glyph-technologies-24tb-blackbox-pro-raid-desktop-drive.html
"Glyph 32TB Technologies Blackbox PRO RAID Desktop Drive (2 x 16TB, Thunderbolt 3)",Glyph,Multi-Bay & RAID,2-Bay,hdd,desktop,16 TB,16000,Thunderbolt 3,USB-C,550,,7200,,0; 1,False,,,,,,Archive Forever; Backup & Redundancy,2249.99,0.85,False,https://www.filmtools.com/glyph-technologies-32tb-blackbox-pro-raid-desktop-drive.html
"Glyph 8TB Technologies Blackbox PRO RAID Desktop Drive (2 x 4TB, Thunderbolt 3)",Glyph,Multi-Bay & RAID,2-Bay,hdd,desktop,4 TB,4000,Thunderbolt 3,USB-C,550,,7200,,0; 1,False,,,,,,Backup & Redundancy,999.99,0.85,False,https://www.filmtools.com/glyph-technologies-8tb-blackbox-pro-raid-desktop-drive.html
OWC 8TB Mercury Elite Pro USB 3.2 Gen 1 External Hard Drive,OWC,Drives,Bare / Internal Drives,hdd,bare_internal,8 TB,8000,USB 3.2 Gen 1; SATA,USB-A,252,,,,,True,,,,,,Archive Forever,599.99,0.84,False,https://www.filmtools.com/owc-8tb-mercury-elite-pro-usb-3-2-gen-1-external-hard-drive.html
OWC Mercury Elite Pro Dual 2-Bay USB 3.2 Gen 2 RAID Enclosure with 3-Port Hub,OWC,Multi-Bay & RAID,2-Bay,hdd,desktop,,,USB 3.2 Gen 2; USB 3.1; SATA,USB-C; USB-A,1250,,2500,2,0; 1,False,,,,,,Backup & Redundancy; Edit Fast,2369.99,0.63,False,https://www.filmtools.com/owc-mercury-elite-pro-dual-2-bay-usb-3-2-gen-2-raid-enclosure-with-3-port-hub.html
SanDisk Professional 8TB G-DRIVE Enterprise-Class USB 3.2 Gen 2 External Hard Drive,SanDisk Professional,Drives,Hard Disk Drives (HDD),hdd,desktop,8 TB,8000,USB 3.2 Gen 2,USB-C,260,260,7200,,,False,,,,,,Archive Forever; Backup & Redundancy,534.99,0.85,False,https://www.filmtools.com/san-disk-professional-8tb-g-drive-enterprise-class-usb-3-2-gen-2-external-hard-drive.html
iodyne 2TB SSD Spare (),iodyne,Drives,Solid-State Drives (SSD),ssd,,2 TB,2000,,,,,,,,False,,,,,,,1148.0,0.46,True,https://www.filmtools.com/iodyne-ssd-spare-2tb.html
iodyne 4TB SSD Spare (),iodyne,Drives,Solid-State Drives (SSD),ssd,,4 TB,4000,,,,,,,,False,,,,,,,3008.0,0.46,True,https://www.filmtools.com/iodyne-ssd-spare-4tb.html
"Iodyne 1U Single Pro Data Rackmount (20"" Depth)",iodyne,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,,,,,,,,,,False,,,,,,,820.0,0.39,True,https://www.filmtools.com/iodyne-1u-single-pro-data-rackmount-20-depth.html
"Iodyne 5U Triple Pro Data Mac Studio Rackmount (20"" Depth)",iodyne,Uncategorized,Needs Review,unknown,rackmount,,,,,,,,,,False,,,,,,,1950.0,0.2,True,https://www.filmtools.com/iodyne-triple-pro-data-mac-studio-rackmount-20-depth.html
SanDisk Professional 24TB G-DRIVE Enterprise-Class USB 3.2 Gen 2 External Hard Drive,SanDisk Professional,Drives,Hard Disk Drives (HDD),hdd,desktop,24 TB,24000,USB 3.2 Gen 2,USB-C,280,280,7200,,,False,,,,,,Archive Forever; Backup & Redundancy,1114.99,0.85,False,https://www.filmtools.com/san-disk-professional-24tb-g-drive-enterprise-class-usb-3-2-gen-2-external-hard-drive.html
SanDisk Professional 192TB G-RAID Shuttle 8 8-Bay Thunderbolt 3 RAID Array (8 x 24TB),Sandisk,Multi-Bay & RAID,6-Bay & Up,hdd,portable,24 TB,24000,Thunderbolt 3; SATA,USB-C,2000,1690,7200,8,0; 1; 5; 6; 10; 50; 60,False,,,,,5,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,12289.99,0.84,False,https://www.filmtools.com/sandisk-professional-192tb-g-raid-shuttle-8-8-bay-thunderbolt-3-raid-array-8-x-24tb.html
